date,port_name,country,region_cluster,monsoon_risk_level,cyclone_risk_level,typical_disruption_days,notes
2026-09-06,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.215,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2023-04-09,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.174,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-08,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.161,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-07,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.16,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-06,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.173,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-05,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.132,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-04,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.14,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-03,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.138,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-02,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.181,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-04-01,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.196,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-31,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.021,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-30,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.036,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-29,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.038,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-28,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.038,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-27,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.063,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-26,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.027,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-25,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.066,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-24,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.041,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-23,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.047,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-22,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.05,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-21,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.073,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-20,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.057,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-19,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.032,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-18,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.062,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-17,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.021,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-16,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.06,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-15,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.069,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-14,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.069,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-13,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.035,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-12,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.045,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-11,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.079,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-10,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.067,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-09,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.055,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-08,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.064,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-07,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.039,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-06,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.054,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-05,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.049,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-04,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.055,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-03,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.066,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-02,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.047,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-03-01,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.026,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-28,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.035,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-27,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.056,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-26,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.076,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-25,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.056,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-24,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.022,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-23,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.074,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-22,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.073,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-21,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.051,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-20,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.028,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-19,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.043,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-18,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.06,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-17,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.059,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-16,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.023,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-15,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.029,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-14,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.072,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-13,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.073,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-12,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.069,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-11,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.058,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-10,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.062,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-09,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.071,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-08,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.045,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-07,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.071,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-06,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.033,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-05,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.06,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-04,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.035,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-03,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.07,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-02,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.061,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-02-01,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.073,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-31,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.053,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-30,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.062,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-29,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.041,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-28,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.024,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-27,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.063,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-26,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.049,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-25,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.034,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-24,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.05,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-23,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.053,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-22,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.036,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-21,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.024,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-20,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.024,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-19,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.046,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-18,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.037,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-17,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.05,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-16,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.026,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-15,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.021,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-14,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.037,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-13,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.036,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-12,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.064,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-11,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.054,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-10,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.063,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-09,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.036,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-08,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.055,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-07,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.029,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-06,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.031,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-05,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.064,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-04,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.065,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-03,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.024,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-02,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.061,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2023-01-01,Visakhapatnam (Inner),India,East Coast India,Low,Low,0.059,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-31,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.149,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-30,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.2,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-29,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.139,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-28,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.103,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-27,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.17,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-26,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.098,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-25,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.146,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-24,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.128,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-23,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.107,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-22,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.112,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-21,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.114,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-20,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.125,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-19,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.158,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-18,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.132,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-17,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.199,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-16,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.154,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-15,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.2,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-14,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.14,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-13,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.098,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-12,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.194,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-11,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.1,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-10,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.191,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-09,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.091,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-08,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.091,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-07,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.091,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-06,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.117,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-05,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.114,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-04,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.139,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-03,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.091,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
2022-12-02,Visakhapatnam (Inner),India,East Coast India,Low,Medium,0.15,Lower seasonal risk; occasional pre-monsoon storms (Apr–May).
